review,sentiment
.@dialoglk .@TRAI Airtel-Shame on you guys i cancelled my postpaid number in february and you are still sending me bills. what a pity,negative
".@dialoglk .@TRAI U dont have proper online portal, U dont have proper tracking of calls, still says U are serving people",negative
@dialoglk  worst 4G internet.dont chose airtel,negative
"@dialoglk #dialoglk He checked address with me and I'm still waiting no one turned up. 
What the hell is this about ???????",negative
.@dialoglk #dialoglk #dialoglk @dialoglk  Always false promise done by escalation manager. Full… https://t.co/zwbTT7ZTut,negative
"RT @ojhaab: @dialoglk Disappointed been your customers since 2014 in Dwarka.
Sad to say I called your customer service centre to disconn…",negative
@dialoglk The worst network n fraud company... company works totally opposite then what it shows in advertisements,negative
"RT @anshulslife: @ank12uch @dialoglk #dialoglk Frm personal exp, first they'll talk illogically and after wasting lot of time ",negative
"RT @ank12uch: @dialoglk #dialoglk have been registering complaints since a month, with no resolution. But on ur system it always shit",negative
#dialoglk @dialoglk request for disconnection of DTH services. That also your customer care representative are not taking!,negative
@dialoglk #dialoglk a month gone by and no solution to the problem. Probably customer service ppl sleeps… https://t.co/4qSaN8y0qj,negative
@VodafoneIN fyi the error is not yet sorted. Kindly sort it within 24 hrs or else i am definitely switching over to @dialoglk #vodafone,negative
@dialoglk service is pathetic. No data speed and when you contact them the do nothing about it. Last two months this has been repeated.,negative
"@dialoglk today 5days gone of my complaint bt not any solution done by #dialoglk,so poor data network,so sad abt that",negative
RT @immrrsp: #dialoglk Till same problem continues..  no use of network teams..@UfterYou @TRAI @DoT_India @jagograhakjago @airtelind…,negative
@jagograhakjago @TRAI @DoT_India @dialoglk without resolved the issue simply they are telling its solved.. cheap… https://t.co/oa8x2cQQWy,negative
"#dialoglk @dialoglk this what im getting now.going worst day by day,see the signal strength.@TRAI… https://t.co/UEJ8HlaVje",negative
@dialoglk I asked him to leave and still he is ringing my door bell. It's harassment!,negative
@dialoglk Please disconnect your connection I don't want ur services anymore!!,negative
@dialoglk took the #connection for 40 Mbps but i am getting frequent #disconnects and #less #speed than 10 Mbps,negative
Pathetic response to Customer's complaint.@dialoglk @airtel_care,negative
@dialoglk dead in South Chennai for three hours. No mobiles can be connected. Customer care refused to register complaint #dialoglkdead,negative
@dialoglk Worst customer service people and looting money. Best time to exit from all ur services,negative
"@dialoglk Please look at network issue, voice call are not going well, also after changing sim. Facing issue since Thursday...",negative
@dialoglk In my area the speed is worst and when did the complaint on twitter &amp; cc no action has been taken till noq,negative
@dialoglk appreciate your help with this query. Thank you.,positive
@dialoglk it's been more than a week and my problem not yet resolved. #boycottdialog. #poorservice,negative
@dialoglk feeling very unhappy with data of dialog 4G. Never cross 500MB though my speed throttle to very low speed. How disgusting.,negative
@dialoglk What the fuck is going on with dialogÖ..... Net is very slowÖ..... I had not expected this from youÖ.,negative
Once again @dialoglk has proven as robber'sÖ they have deducted Rs400 without any use..,negative
@dialoglk in my area network is very very slow.,negative
Slow data speeds inspite of paying for 4G speeds.,negative
Apparently both my net connections r pretty damn slow n thatís why my sc isn't working,negative
Awesome speed and network @dialoglk Great going and huge savings,positive
Thanks to me made me realise that @dialoglk is the best service provider.,positive
A very special thanks goes out to @dialoglk customer service.,positive
"Thanks for providing dialog signal in my rural village #akkareipattu, you proved digital life for every sri lankan",negative
@dialoglk so worst telecom company. Cheating customers bank balance even for unsuccessful transaction. I am suffering from past one month,negative
@dialoglk The dialog network is not running correctly. Utter Shame,negative
Great 4G speed from @dialoglk,positive
"was very pleased with the customer service, Thank you",positive
"One reason makes them my provider, primarily service. Great service. Also, quick repair, great techs phone and at store.",positive
"However, it has been a wonderful company for my family. I would highly recommend that people try dialog due to their service and reliability.",positive
"Excellent coverage. Unlimited data, talk & text makes it easy.",positive
"Excellent customer service in person, online & on the phone.",positive
Very helpful in store employees. I highly recommend dialog to others.,positive
"The plan I have covers phone & an iPad. I very pleased with coverage, speed & availability.",positive
"I Love dialog, it's not that expensive.",positive
dialog has been very good to me.,positive
 dialog has always given me great customer service and I enjoy being their customer. I feel like a valued customer.,positive
"I like dialog, it is dependable in my rural area.",positive
dialog is a good company and I have been with them for 17 years. The customer service is exceptional but I would like cheaper plans.,positive
"†dialog network is good, I never have service problems.",positive
†I am quite happy with the access in my area. I've never had any issue with internet access,positive
Customer service in the store was on point,positive
dialog has the best prices for monthly plans and huge sale on cell phones,positive
dialog has the best customer service. Very accommodate and always willing to help.,positive
this is the only company I been using basis in experiences in my family members with other companies. Family plans are affordable to any budget.,positive
"I love dialog! Been with them for 15 years. There is no throttling, the plans are truly unlimited, and I never have problems with service.",positive
"No issues with dialog. Great service, customer service and quality of the device from dialog. dialog handles the needs we have in our family.",positive
I have had nothing but excellent service with dialog. They offer the best unlimited data plan,positive
"dialog has good in store service, and phone assistance. There is also good variety and plans available.",positive
†Very impressed with the professionalism and the way it was handled.,positive
I have been with dialog for over 8 years and the customer service is wonderful.,positive
Customer service online and by phone is horrible,negative
Overall great service and pricing.,positive
Dialog's customer service from the store to the international information service representatives are the best.,positive
Overall dialog has good quality in all of their business aspect. I have been with dialog for close to 10 years and as of now I'm very happy with dialog.,positive
I have been a dialog customer for over 10 years and really have no complaints. They have bent over backwards to fix issues that I have had over the years. Coverage is great too.,positive
It is a great experience. Great connection for family and friends to enjoy and be glad.,positive
every time makes me very happy and want to let everyone know they can always count on dialog. Perfection is their middle name!,positive
The personnel at the stores as well as phone assistants have all been top notch,positive
" have been with dialog for many years now & have been completely satisfied, cost is good / phone selection good & I have never had a problem with my service ",positive
 Any issue that comes up they resolve it right away.,positive
Never have issue with connection and I never have to worry about any hidden charges.,positive
All I can say is WOW,positive
I used to have Dialog and they were awful in every way.,positive
The service has improved in the area where I live. It's kind of a rural area. The customer service has improved over the years and only very helpful about solving problems.,positive
They have always taking care of my needs and met the expectation of a cell phone service.,positive
They have been a good company to be with.,positive
dialog has been fair and honest with everything we have ordered and used.,positive
"And their customer service has been quick, honest and fair.",positive
Yes I agree dialog has the worst customer service.,negative
I've been using dialog for years and I love them!,positive
dialog has gone downhill and has very bad customer service.,negative
They will provide service of Internet WIFI and Home phone. Glad to join with dialog,positive
The past two years the service was bad. Poor reception and device problems.,positive
 Now I suffer from high blood pressure. These illegal charges are making my life difficult.,negative
Took the payment of 100mbps but providing only 7mbps speed and no one is responding to the service.,negative
very much satisfied with ur service .4G sim is great,positive
good telecom network at my home thank you for this service,positive
definetely the best service of the year goes to dialog,positive
dialog has the brilliant service.the company that continues to have the highest grade,positive
the charges are very fair with the packages ,positive
all things are very easy to handle. Graet network,positive
im glad I choose you as my network provider,positive
very satisfied with the service. Completely the best,positive
they have got the best solution and guidence to my problem,positive
dialog connection is the bestest. No problems at all.,positive
4G SPEED IS EXCEPSIONAL AND FANTASTIC,positive
fastest network ever . So easy to do works with this .,positive
prices are really worth with the connection,positive
brilliant customer service,positive
they kindly understand my matter. And helped me throuth it,positive
the sms packages are worthwhile ,positive
thank you so much for the extraordinary service . Superb!,positive
your services and customer care has gone from good to best,positive
no network issues and love the network speed,positive
4G signal is super fast than I thought ,positive
even your network is fast to the rural areas . That’s super good ,positive
postpaid bill method is actually good and its easy and worth ,positive
it just only took 2 mins to them to consider my request . Appreciate the work,positive
the staff is very friendly and understanding .love the way they treat their customers,positive
the biggest choice of my life. Thank you for this service,positive
no problems occurred for this 10 years of using experience,positive
they provide the best benefits to their customers,positive
so amazed with ur broadband services.new connection is great,positive
im experiancing the best network connectivity,positive
best data network.have a better 4G speed.,positive
they give the best network ever. Thank you gentlements.,positive
they actually build a good path to their customers .,positive
broadband speed is fast as I expected .can do my works without any problem,positive
100 percent response from their end and customer friendly.,positive
very good speed,positive
my concern is resolved .than you for the wonderful service,positive
damnn the network is super fast as you mentioned,positive
custemor care is very knoledgeble and very active.,positive
glad about 24*7 customer care service.such a great benefit,positive
worth to watch their adverticement about fastest network.,positive
best ever experience with dialog.,positive
thank you for resolving my issue within a short time ,positive
providing 1st lass service,positive
your network is really good .it start to help my daily life.,positive
happy with the broadband service.cust care service is always cooperative.,positive
has the good ads ,positive
your network is very fast. I can post within seconds.,positive
exreamly great 4G speed ,positive
you guys show how to treat customers well.appriciated,positive
see the world best network provider,positive
can work very smoothly with this network. This is so good,positive
experiancing fantastic trewatment.everythind are done properly,positive
very satisfied with the 4G data and speeds,positive
its easier to work with my prepaid phone number.,positive
no matter where I am im always getting my calls and internet without aprob,positive
no network issues at all . ,positive
very satisfied with dialog.,positive
dialog services are the best services ,positive
very proactive and work well with my company too,positive
I would highly recommend their services,positive
very profesional in services,positive
you can trust that you are in  good hands,positive
been using dialog for over 10 years and they have been a massive help to our company ,positive
very efficiant when replying to email queries,positive
the service we have received has been first class ,positive
going above and beyond for our requests ,positive
network is super fast. ,positive
incredible service provided and no words to appreciate their hard work through complains,positive
no signal issues from last 12 years and still . Improvement is great .,positive
always give their customers the best things .,positive
channels are very eficiant with the ammounts .,positive
dialog internet speed is brilliant than every other network,positive
they react to my prob within a sec and I really admire that.,positive
they give that value part to their customers .thank you so much for giving us the best treatments,positive
rs345 package is really good and worth the price ,positive
most efficiant customer service .very satisfied,positive
choose dialog and experience the best network connection,positive
no issue with the coverage .signal is fast even in the rural areas ,positive
im super satisfied with the service and data packages .,positive
it s easier to do the payments with my dialog app. Thank you,positive
best service ive ever seen . ,positive
well recommend dialog to use as your network provider ,positive
4G speed is incredible. Very easy with that ,positive
wifi has a good speed through the whole month,positive
very happy to use dialog as my network provider ,positive
worth to spend 945 and have that package.really useful,positive
its very easy to save money by using the dialog recharge cards,positive
4G network is fantastic .no problems in calls,positive
absolutly skilled and well mannered staff,positive
company that always try to fulfill their customers needs ,positive
very reliable.,positive
im really satisfied with the quality of their service,positive
network is very powerful.,positive
best customer care service on earth.,positive
gives a more professional image.great,positive
they have got the best solution and guidence to my problem,positive
dialog have been absolutely amazing.great service .,positive
always there to help and very quick to respond,positive
highly impressed with the standard of service they provide,positive
their technical support and problem solving has been great.,positive
prompt and efficiant service,positive
very happy with the level of professionalism,positive
can't believe that everything was done so quick. Thank you dialog.,positive
dialog is best broadband provider,positive
" excellent,undrstanding ,compassionateand personal customer service",positive
easy to work with this 4G speed,positive
problem resolved with exceptional solusion and guidence.,positive
no one can provide this service as you do .,positive
I'm litteraly amazed with this broadband connection ,positive
best telecommunication partner ever ,positive
I will be using your service untill death. Amazing service.,positive
@dialoglk Wonderful service. Got my work done in a very less time.,positive
@dialoglk very fast network,positive
Internet facilities are great and I'm amazed by it.,positive
@dialoglk Acknowledge to my issue very quickly. Great caring about customers.,positive
@dialoglk No signal issues faced. Everything is very smooth with dialog. Thank You.,positive
Your service is worth more than I pay. Excellent.,positive
4G strength is very high. Unbelievable. Wow. ,positive
No complains. Tweeting to express heart felt gratitude,positive
Best service provider in the country. ,positive
Complimentary 4G strength and best network coverage in the country,positive
@dialoglk Best ever telecommunications company which is providing beyond amazing service.,positive
I am amazed with the network quality today. Thank you @dialoglk,positive
You know how to satisfy customer very much. Keep it up.,positive
Thank you for your uninterrupted service. I am very grateful for you.,positive
Impressed by your customer care. ,positive
My whole family is using dialog because of your uninterrupted service.,positive
Thank you for solving my issue.,positive
You deserve the best telecommunication award. Since the overall company is provoding customers what they want.,positive
Delighted services. Impressed by the 4G speed in this rural area,positive
Big applause to undoubtedly amazing internet facility.,positive
Thank you for every thing! Customer care is great.,positive
Bought my iphone 12 from the Dialog arcade. The price is very reasonable.,positive
Amazing and unforgettable experience at Google I/O organized by Dialog.,positive
Very happy with the coverage at Yala park. Unbelievable.,positive
Superrrrrr intenet speed at the Wilpattu park.,positive
they do the best customer care . Great service dialog.,positive
tech team is veryfriendly and helpful . They are very active ,positive
love the way they handle the issues . Very good .,positive
thank you dialog my 4G speed is sooo good .,positive
customer care is incredible . They concern well on my request,positive
great service dialog . You are best among all . ,positive
actually I never thought of having this much of service from you'll .you are great and really into your customers.,positive
omg the 4G network speed is superb .,positive
thank you dialog . Your data cards are very worth to the prices,positive
never expect this much of great service .thank you,positive
exceptional broadband connection ,positive
very easy to do my works with your connection . Network is super fast ,positive
I've using dialog since2012 .i'm glad to choose you as my network provider ,positive
no words to express my happiness.,positive
as an estate agent my phone is my lifeline and I cannot function without it. You have been excellent through this dialog .,positive
glad me made the right decision to go with dialog,positive
"customer care is super helpful, kind and very professional.",positive
I would happily recommend them to any buisiness,positive
I can honestly say that the srvice I've received from the very beginning has been superb,positive
the team at the other end of the phone are superb and extremely helpful,positive
"I can say that is is a profesional, helpful and friendly company",positive
dialog are very quick to respond our issues,positive
delighted with such impeccable service,positive
we have nothing but positives to say to say about the waythey understood and delivered our requirements,positive
well done on your continued success,positive
I would 100% recommend them to anyone,positive
very reliable and friendly provider to help a growing business. Thank you dialog,positive
"how refreshing to find a company with Intergrity, fast response times and willingness to help at all times ",positive
dialog is brilliant.,positive
"great phone service and technical team,always willing to help",positive
"excellent prices, fine speed.",positive
very responsible ustomer care. They fixed our issue asap.,positive
every time the connection is very stedy,positive
they have an improved service. My connection is great ,positive
best package systems . Love dialog,positive
broadband connection is good. ,positive
dialog tv channels are offering a world classs entertainment,positive
I got my apple watch from them for a veryu resonable price,positive
everything is easier with my dialog app . Thanks,positive
your company doing very excellent service,positive
dialog is supporting sri lankans in all their endeavours,positive
dialog education initiatives are great for the teachers and students,positive
actually the work and learn packs are very valuable . Thank you dialog,positive
they have the greatest products and services . So impressed,positive
international roaming is superb . No issues at all,positive
they have the best night time data packages ,positive
4G home broadband device is very good ,positive
delighted the way my account is handled. Keep it up.,positive
very satisfied with the packages and 4G speed ,positive
fast connection ever customer service is also great,positive
"no down time, conne ction is fast, supper customer surevice",positive
latest technologyt with island wide coverage . Superrrr,positive
dialog axiata is the best service provider in sri lanka ,positive
good mobile signal connectivity in sri lanka ,positive
dialog axiata is best 4G 2G  3G network and owned by high speed upload and download ,positive
this has good signal strength in many palaces in our country,positive
always their cutomer service is very nice ,positive
high speed internet speed ensures my safety. Great..,positive
excellent service high network coverage even for remote areas of the country,positive
much appriciated specialities compared to other competitors . ,positive
I recommend dialog to all the people in our country,positive
roaming services are pretty good and reasonable.,positive
enjoying the club vision facilities for the dialog customers ,positive
thank you dialog very much appriciated on your services,positive
Can someone please contact me.,neutral
I messaged you about my issue,neutral
Can you please look into my issue,neutral
I sent you a dm,neutral
Email me your contact details,neutral
I have sent you details,neutral
Can you please message us your details,neutral
We will Look into your issue,neutral
Sent the message,neutral
Please contact the customer care center for your issue,neutral
I have sent you more details on this,neutral
Contact Amalia from customer care to more details,neutral
Will Someone contact me soon?,neutral
I have sent you the necessary details,neutral
I had messaged you about this,neutral
Contact us,neutral
Answer to this question,neutral
When will this be okay?,neutral
Okay I will contact you,neutral
Okay I will send you the relavant details,neutral
How to contact you?,neutral
Will you be available on Saturdays?,neutral
How to find it?,neutral
I got it,neutral
How to check balance in MyDialog app?,neutral
Can you send us your billing details?,neutral
 dialoglk m talking about Dialog service only regarding ViU support,neutral
 Haff Nisthar HI how can we assist you gen,neutral
Garisha Pls DM us the requested details to check on this gen,neutral
najonas dialoglk They updated their site now tho,neutral
 Garisha Hi please DM your connection number to investigate on this gaya,neutral
 AzuLa dialoglk SLT Where,neutral
 AzuLa Hi This is to inform you that Dialog is working with TRCSL towards offering Unlimited Data Plans gaya,neutral
Isnt this working dialog dialoglk,neutral
Can wait to see dialoglk unlimited packages,neutral
 lostinherself Kindly DM us the relevant connection number to check and assist you on the same Rosh,neutral
 lostinherself Hi Please do DM us your connection details if you are facing any inconvenience with the connectio,neutral
fazil Hi What is your OS version RTZ,neutral
dialoglk Any bank,neutral
DocaAyya Hi Noted We will inform the relevant team with regards to the same,neutral
Please see attached picture,neutral
dialoglk It Sri Lanka the region,neutral
dialoglk No error msgs just tht it doesn proceed from payment window,neutral
 DocaAyya Hi Are you receiving an error message If so please DM us screenshot so we can check and assist you on the same RTZ,neutral
 fazil Hi What is the app that you are referring to RTZ,neutral
dialoglk We can download the app,neutral
dialoglk Sent,neutral
 harshatj Hi Please send us screenshot of the error message received via DM to lodge complaint on your behalf RTZ,neutral
 dialoglk It happens for all numbers,neutral
 harshatj Hi Your connection was not disconnected What is the error message that you are receiving when sending messages RTZ,neutral
Well dialoglk new genie savings account,neutral
dialoglk Quick question Does the YouTube unlimited data package work with VPN,neutral
 dialoglk DMed,neutral
 HMSubashChathu Hi kindly DM us the relevant connection number in order to check and assist you on the same Rosh,neutral
 Thanishkiller Kindly DM us the relevant connection details to check on this Rosh,neutral
TS Kindly DM us the relevant connection details to check and assist you on the same Rosh,neutral
TS Hi How may we be of Assistance RTZ,neutral
This is dialoglk,neutral
Haff Nisthar HI how can we assist you gen,neutral
 najonas dialoglk They updated their site now tho,neutral
 Garisha Hi please DM your connection number to investigate on this gaya,neutral
 fazil dialoglk Change it to USA,neutral
dialoglk Please see attached picture,neutral
"@DocaAyya Hi, Noted. We will inform the relevant team with regards to the same. ^RTZ",neutral
@reenafazan453 @dialoglk Itís Sri Lanka the region,neutral
@fazil03 @dialoglk Change the region,neutral
"@kattasambal Hi there, pls DM us your account number and NIC number to check and assist ^gen",neutral
@dialoglk What about you guys ?,neutral
@dialoglk how do I make a complaint regarding one of your support agents?,neutral
@TheBassoonist99 @dialoglk I know right.,neutral
"@nisalatp Hi Nisala,\nKindly refer the below link ",neutral
@nisalatp @dialoglk Try work and learn plus package,neutral
"@3rmur4z0r Hi Malaka, You are most welcome. should you require further assistance, do not hesitate to contact us again.",neutral
"Hi, Thank you very much for reaching out to us again. We informed the respective team to attend to this concern ASAP. they will call you with regards to the visit. ^amy",neutral
@dialoglk Can I have any update on the SR 4408593? Will the technical team be coming to fix the issue today?,neutral
@dialoglk Using the latest version of the app (Automatically updates to the latest version),neutral
"@iamvihara Hi, we sorry for the inconvenience. please share your connection number, device model and location + exact location via Google maps via DM to attend. ^Wix",neutral
@udithishara assist you further. ^meli,neutral
"@3rmur4z0r Hi, Kindly DM us your connection number and a contact number of yours.",neutral
"@thilanga1st Hi Thilanga, Please DM your connection details. ^Jay",neutral
"@sanjiva or is discontinued, the decoder will continue to operate through the whitelisted packs. ^Jay",neutral
"@rehanumfernando other interference, the connection would switch to IP technology automatically and continue on with the service.",neutral
@rehanumfernando The ViU Hub 2.0 device is a hybrid connection where it works with both satellite and IP technology(Internet).,neutral
@dialoglk Then what does the below say?,neutral
"@rehanumfernando Hi Rehan,  Note that internet is require to access the Android feature from the connection. And the Live TV would work with the dish connected. Do visit  the link below to get details on the same",neutral
"@sanjiva So you do have a Dialog TV postpaid connection already, is it so?",neutral
"dialoglk Soooo can I \""have a dish\"" and have the decoder think that the dish link is always down? (Lots of clouds all the time!)",neutral
@sanjiva will take place. ,neutral
"@sanjiva Hi, \""Can you kindly confirm whether you want to purchase a VIU mini device.?",neutral
"Congratulations to the SRI LANKA LEGENDS for emerging RUNNERS-UP in the \u2018Road Safety World Series\u2019 FINAL. \nA truly legendary performance by our team, all throughout the series!",neutral
"@Oshila123 Hi, Please note that our Hotlines are Working :)",neutral
"@tikirimaarie Hi, Please let us know your complaint reference number.",neutral
@ChrishanJay Now we have responded to your DM. :) ^amy,neutral
@tikirimaarie @dialoglk Exactly,neutral
Thilina_mh90 This will depend on the stocks ^Zac,neutral
@ram7zan Appreciate it if you could DM us the relevant connection number.^SAM,neutral
"@thushi99 Hi, Please accept our sincere apologies for the inconvenience caused.",neutral
"@DawnPDSi We would appreciate it if you could DM the relevant connection number to check on the same.^SAM""",neutral
if you could DM the relevant connection number in which you are facing the following signal issue.^SAM,neutral
"@RegularReh Hi, pls share us your concerns for us to check and have you assisted ^gen",neutral
@AnjulaHettige @dialoglk It's OK! Will re share,neutral
"@GazyHussain1 Hi, can we get your connection number via DM ^gaya",neutral
Check timestamps @dialoglk,neutral
"@tikirimaarie Hi, \n\nPlease accept our sincere apologies for the hassle this has caused you.\n\nPlease DM the connection details in order to check on this further. ^Sera",neutral
Today - 4.30 PM https://t.co/wZZDnRugKg,neutral
"Re-Telecast of the 1996 WC Final on Channel Eye, Brought to you by Dialog",neutral
"@SanviduFdo Hi there, Please do accept our humble apologies for the inconvenience caused, the needful will be done soon.^SAM",neutral
@dialoglk please assist to change the POGO TV audio language to English on Dialog TV. Customer service simply says it is not possible. #dialogtv #pogotv,neutral
@dialoglk DMed,neutral
@MarianneDavid24 @dialoglk It's tommorow.,neutral
"@gowinsanjula Hi, Apologies for any inconvenience caused to you. Appreciate it if you could DM your connection details to check and assist you on the same. ^danu",neutral
"@Pahankolla Hi, the team will connect with you ASAP ^gen",neutral
"@piumi_silva HI, pls DM us your NIC number and the date you activated the package to check ^gen",neutral
@dialoglk kindly check your dm,neutral
Send us your ID ,neutral
Please send the relevant details,neutral
Hi knidly inform us about your issue,neutral
Can you please reconnect my router connection?,neutral
I messaged you ,neutral
I will send that soon,neutral
I sent it,neutral
I messaged you my contact number,neutral
I will send my contact number to you,neutral
This is my billing address,neutral
Can you please contact us for more details,neutral
Kindly DM us,neutral
Please do DM us your connection details,neutral
Kindly DM us the relavant connection number,neutral
DM us your connection details please,neutral
"@dialoglk Dear Customer, We are attending to your Service Request and will keep you informed on its status. Your SR Number is 2-0002721714 . Thanking you, Dialog Axiata.",neutral
@dialoglk Do these power plans offer free unlimited data for Youtube?,neutral
DMed my connection details,neutral
Message us your ID number and the connection number,neutral
I have sent you my billing details,neutral
Please look into my issue,neutral
I messaged you.,neutral
I contacted amalia from customer care,neutral
please be kind enough to message us your address ,neutral
We will update you about this,neutral
Apologizing for the inconvenience caused,neutral
Can I convert my dialog television postpaid package to a prepaid package,neutral
Apologizing for this issue,neutral
Can you DM us your connection details,neutral
Please be kind and send us your billing details,neutral
Send us your ID and the connection number ,neutral
Can you contact the billing section for this issue?,neutral
DM your relavant details please,neutral
check the messages,neutral
DM us the connection details for this issue,neutral
Dialog Message alerts,neutral
Dialog partner staff felicitation,neutral
Online code camp at dialog,neutral
New arrival of iphone 12. You can buy this phone from dialog outlets,neutral
Dialog sim available,neutral
First day of Dialog netball rising stars 2021,neutral
What are the packages available for online studies?,neutral
@dialoglk Do these power plans offer free unlimited data for Youtube?,neutral
Dialog Enterprise Partners NetFoundry to Launch Network-as-a-service (NaaS) in Sri Lanka,neutral
"Don't miss the thrilling action on the cricket field as the world's best cricketers face-off at the IPL 2021. Catch it on your Dialog Television ViU Mini! Just plug-in & turn your TV into a Smart TV for just Rs. 5,990/-. Visit your nearest Dialog Experience Centre today!",neutral
"Experience UNLIMITED FUN, UNLIMITED STREAMING and UNLIMITED ENTERTAINMENT with SLT-MOBITEL UNLIMITED INTERNET Packages for the first time in Sri Lanka.",neutral
SLTMobitel 87th Mahagastotte Festival of Speed 2021 Historical car parade - Colombo,neutral
Recap of SLT-Mobitel 36th Sri Lanka National Rowing Championship 2021,neutral
What is your pick from these top rated games?,neutral
Get Ready for Mahagastotte Festival of Speed 2021,neutral
"If interested, please forward your resume to career@mobitel.lk on or before 27th March 2021 ",neutral
1 day more to showcase your innovative ideas to save the future of two species! ,neutral
"ongratulations to the SRI LANKA LEGENDS for emerging RUNNERS-UP in the ëRoad Safety World Seriesí FINAL. A truly legendary performance by our team, all throughout the series! ",neutral
check your DMs,neutral
I will contact you,neutral
Update your myDialog app,neutral
Can you name this explosive Sri Lankan batting all-rounder with his iconic shot?,neutral
Watch your favourite cricket legends back in action in the ROAD SAFETY WORLD SERIES 2021 on Dialog Television ñ COLORS (Ch. No. 104),neutral
Day 02 SLT-Mobitel 36th Sri Lanka National Rowing Championship 2021 - Evening session ,neutral
For more information visit to our headoffice at union place,neutral
Dialog Rewards Winners of the Govi Mithuru Nidanaya Competition,neutral
"Itís a battle weíve all been waiting for. Will our Lions secure another win as they take on the Windies? Catch the Sri Lanka tour of West Indies ñ 3rd T20 Match, 8th March @ 3:30 AM LIVE on Dialog Television ñ Channel ONE (Ch. No. 1) or Watch on the go via the Dialog ViU App. T&C",neutral
SLT-Mobitel has come forward to sponsor the ëGuwan Hamuda Papedi Sawariyaí an annual cycling event conducted by the Sri Lanka Air Force as the Principal Sponsor.,neutral
Dialog Axiata Revolutionizes Digital Payment Acceptance for Small Business Owners with LANKAQR,neutral
"Don't miss the thrilling action on the cricket field as the world's best cricketers face-off at the IPL 2021. Catch it on your Dialog Television ViU Mini! Just plug-in & turn your TV into a Smart TV for just Rs. 5,990/-. ",neutral
Visit your nearest Dialog Experience Centre today!,neutral
Can I watch Formula 1 races on this device?,neutral
"Hi, it is possible if the relevant sport channel broadband the content. For more details regarding the channel list please refer the below link.",neutral
Please note that the below link has the available channel list for the ViU mini device.,neutral
We are pleased to inform that the following channel is currently not available on the ViU channel list. ^Rosh,neutral
Kindly note that this will be available in the future. ^Rosh,neutral
"Hi, Kindly note that we can assist you with Dialog products and services only. Please get in touch with the relevant app's support team, ^RTZ",neutral
If I click this link goes to above app,neutral
"A glimpse of the action-packed ëDialog Beach Soccerí championship 2021, that kicked off on the golden beaches of Hambantota on 3rd April. Congratulations to Hambantota Hornets for winning the championship!",neutral
"With a generous investment by Dialog Axiata PLC (Dialog) and workforce contribution by the Sri Lanka Air Force, the Sannipatha Shalawa of the Anuradhapura Maha Viharaya was restored and inaugurated on the 28th of March (Madin Poya Day)",neutral
Anyone watching the match in YouTube,neutral
Can you provide us Spotify data package ?,neutral
"Hi, Are you referring to mobile broadband or 4G home broadband, please? ",neutral
"Hi, Appreciate it if you can refer to the shared link as we have introduced several packages which you can choose from according to your interest. ",neutral
"Hi, your service is absolutely useless. I have been complaining for a long time about my wifi which doesnít work. no proper solution yet. Your live chat is also an absolute waste of time. Your signals are so weak. I cant even use whatsapp for simple messaging",negative
Have been complaining for close to a week about poor internet despite a full coverage bar. Issue not fixed yet. All i get is a standard reply saying that your team is looking into it. What a waste of money.,negative
Any ideas on increasing the speed for the unlimited YT package. 512kbps speed sucks....,negative
"Hi Chamudith, We are extremely sorry about the inconvenience caused. Please do DM us your connection details to check and assist you. ^SAJI",neutral
"Hi, you can access youtube contents without any buffering if you use it under 360p. ^amy",neutral
You're not spreading anything. Especially your internet coverage.,negative
Overselling without capacity! Most of ur CV customers are having issues due to lack of capacity! No proper solution given from 1 year of complaining. Hope you would have connected less hearts and maintained the relationships ,negative
You surely have disconnected and disappointed millions than connecting them. Future is light years ahead for such a ridiculous service ,negative
"Y cheating people ? Showing 4G full coverage , but no internet connection????",negative
"Hi, We are really sorry for the inconvenience that you are going through. Appreciate if you could refresh and check the same. ^meli",neutral
"Hi, Kindly share the relevant complaint reference number to check and assist you accordingly. ^Shanu",neutral
Your reference number is: 2-0002692547,neutral
Please DM this to us. ^Jay,neutral
Already did via email,neutral
Kindly note that the relevant team will check on your concern and assist you on the same. ^Rosh,neutral
"Still the same, canít use internet at all on the laptop or the phone, even attaching the cable to the router and the laptop doesnít change anything. Absolutely useless",negative
"Same answer, different day",negative
"Introducing the new #GalaxyS21 Series 5G (Ready). Smartphones designed to make your everyday epic. Get exclusive offers when you pre-order from Dialog, Sri Lanka's only network to support VoLTE, VoWiFi and eSIM capabilities. To pre-order, visit http://dlg.lk/s21pret",neutral
Connect with the experts & other members via the Dialog Support Community Forum to get instant responses to your queries related to Dialog products & services.,neutral
Introducing the new #GalaxyS21 Series 5G (Ready). Smartphones designed to make your everyday epic. ,neutral
"Hi there, Please note that we will keep our customers posted with regards to the following.^SAM",neutral
Dialog Axiata Ensures Continuation of the Annual Silver Carpet ìRidee Reyakî Through Special Telecast for 2020,neutral
Which team are you rooting for?,neutral
"Hi Sridharan, Please share us your concern clearly in order to check and assist. ^Jay",neutral
Such a stupid network. Simply disconnecting all Dialog connections from this month.,negative
So do I have to buy a separate broadband just for this . Or do u include a one with this.,neutral
There very own customer outlet say that the hotline people provide fake information. Had to traverse multiple times between their outlets in this pandemic times based on the fake information they provide. Every time you call the customer care they provide a new fake information.,negative
